ID,Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Beat,District,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
11163322,JA530180,11/29/17 18:40,035XX S RHODES AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,212,2,35,26,1180162,1881716,2017,41.83069725,-87.61447689,"(41.830697249, -87.614476891)"
11163331,JA530201,11/29/17 17:30,004XX S PLYMOUTH CT,THEFT,FROM BUILDING,LIBRARY,FALSE,113,1,32,6,1176141,1898406,2017,41.87658717,-87.6287275,"(41.876587174, -87.628727499)"
11163335,JA530220,11/27/17 12:17,053XX S DREXEL AVE,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,233,2,41,6,1183145,1869958,2017,41.79836341,-87.60389847,"(41.798363405, -87.603898466)"
11163336,JA530170,11/28/17 12:00,029XX S DR MARTIN LUTHER KING JR DR,THEFT,OVER $500,RESIDENCE,FALSE,133,1,35,6,1179394,1885524,2017,41.84116428,-87.6171782,"(41.841164277, -87.6171782)"
11163338,JA529924,11/27/17 13:00,007XX S STATE ST,THEFT,OVER $500,APARTMENT,FALSE,123,1,32,6,1176480,1896742,2017,41.87201342,-87.62753305,"(41.872013415, -87.627533053)"
11163344,JA530152,11/29/17 17:30,047XX S DR MARTIN LUTHER KING JR DR,ROBBERY,ARMED: HANDGUN,STREET,FALSE,224,2,38,3,1179656,1873779,2017,41.80892909,-87.61657633,"(41.808929094, -87.616576329)"
11163355,JA529826,11/16/17 10:28,020XX W Evergreen Ave,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,FALSE,1424,14,24,6,1162613,1909017,2017,41.90599862,-87.67810029,"(41.905998623, -87.678100285)"
11163405,JA530240,11/29/17 19:03,014XX E 75TH ST,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,324,3,43,24,1187305,1855554,2017,41.75873976,-87.58910031,"(41.75873976, -87.589100309)"
11163406,JA529660,11/23/17 11:00,003XX W 42ND ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,925,9,37,14,1174863,1877111,2017,41.81818076,-87.63405652,"(41.818180759, -87.634056519)"
11163408,JA527528,11/27/17 19:10,0000X E JACKSON BLVD,ROBBERY,STRONGARM - NO WEAPON,BANK,FALSE,113,1,32,3,1176659,1899008,2017,41.87822741,-87.6268074,"(41.878227412, -87.626807395)"
11163409,JA530225,11/29/17 18:45,001XX W VAN BUREN ST,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,122,1,32,14,1175510,1898508,2017,41.87688126,-87.63104124,"(41.87688126, -87.631041239)"
11163422,JA530270,11/29/17 10:30,014XX W FILLMORE ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,1231,12,28,5,1166960,1895397,2017,41.86853211,-87.66252333,"(41.868532111, -87.662523328)"
11163427,JA529954,11/28/17 19:30,012XX N PAULINA ST,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,1424,14,24,26,1164702,1908302,2017,41.90399257,-87.67044694,"(41.90399257, -87.670446938)"
11163433,JA530245,11/29/17 17:25,018XX W EVERGREEN AVE,THEFT,OVER $500,STREET,FALSE,1424,14,24,6,1163749,1909667,2017,41.90775838,-87.67390899,"(41.907758382, -87.673908994)"
11163441,JA530283,11/29/17 19:01,015XX E 75TH ST,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,TRUE,411,4,43,11,1187951,1855567,2017,41.75876007,-87.58673238,"(41.758760072, -87.586732383)"
11163444,JA530092,11/29/17 17:45,0000X E CERMAK RD,ROBBERY,ARMED: HANDGUN,STREET,FALSE,131,1,33,3,1177352,1889769,2017,41.85285934,-87.62454297,"(41.852859338, -87.624542971)"
11163488,JA530366,11/29/17 17:19,039XX S INDIANA AVE,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,FALSE,213,2,38,3,1178245,1879017,2017,41.82333478,-87.62159242,"(41.823334783, -87.621592419)"
11163502,JA530358,11/29/17 19:30,014XX N HONORE ST,THEFT,OVER $500,STREET,FALSE,1424,14,24,6,1163297,1910011,2017,41.90871187,-87.67555971,"(41.908711866, -87.675559707)"
11163517,JA530290,11/29/17 19:57,021XX E 71ST ST,ASSAULT,SIMPLE,SIDEWALK,TRUE,333,3,43,08A,1191936,1858282,2017,41.76611442,-87.57203981,"(41.766114415, -87.572039808)"
11163571,JA530412,11/29/17 20:00,018XX W EVERGREEN AVE,THEFT,$500 AND UNDER,STREET,FALSE,1424,14,24,6,1163749,1909667,2017,41.90775838,-87.67390899,"(41.907758382, -87.673908994)"
11163652,JA530502,11/30/17 1:00,004XX S CLARK ST,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,BAR OR TAVERN,FALSE,122,1,32,3,1175594,1898356,2017,41.87646228,-87.63073739,"(41.876462276, -87.630737388)"
11163655,JA528005,11/28/17 9:00,006XX W HARRISON ST,BATTERY,SIMPLE,OTHER COMMERCIAL TRANSPORTATION,FALSE,124,1,28,08B,1172257,1897564,2017,41.87436328,-87.64301304,"(41.874363279, -87.643013039)"
11163661,JA529592,11/28/17 17:00,049XX S DR MARTIN LUTHER KING JR DR,THEFT,$500 AND UNDER,RESIDENCE,FALSE,223,2,38,6,1179694,1872384,2017,41.80510023,-87.61647963,"(41.805100225, -87.61647963)"
11163677,JA530474,11/29/17 23:20,001XX E 51ST ST,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),TRUE,231,2,40,04A,1178132,1871244,2017,41.80200757,-87.62224293,"(41.802007569, -87.622242931)"
11163680,JA530524,11/30/17 4:14,071XX S JEFFERY BLVD,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,333,3,43,5,1190785,1857841,2017,41.76493215,-87.57627278,"(41.764932153, -87.576272783)"
11163683,JA529297,11/28/17 20:00,014XX E 68TH ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,332,3,43,14,1186911,1860191,2017,41.77147345,-87.59039749,"(41.771473449, -87.59039749)"
11163688,JA529710,11/29/17 13:23,067XX S CHAPPEL AVE,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,331,3,43,04A,1191036,1860752,2017,41.7729141,-87.57525877,"(41.7729141, -87.575258771)"
11163697,JA530556,11/30/17 3:00,007XX E 50TH PL,THEFT,$500 AND UNDER,STREET,FALSE,223,2,38,6,1181907,1871688,2017,41.80313941,-87.6083849,"(41.803139408, -87.608384895)"
11163699,JA530540,11/30/17 5:05,042XX S CALUMET AVE,ROBBERY,VEHICULAR HIJACKING,STREET,FALSE,213,2,38,3,1179136,1877059,2017,41.81794157,-87.61838348,"(41.817941574, -87.618383477)"
11163700,JA530566,11/29/17 20:00,013XX E 52ND ST,THEFT,$500 AND UNDER,STREET,FALSE,234,2,41,6,1186221,1870933,2017,41.8009667,-87.59258752,"(41.800966696, -87.59258752)"
11163708,JA530582,11/29/17 16:00,066XX S ELLIS AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,321,3,42,14,1184031,1861161,2017,41.774203,-87.60092418,"(41.774203002, -87.600924177)"
11163713,JA529261,11/29/17 7:55,052XX S DORCHESTER AVE,ROBBERY,ARMED: HANDGUN,STREET,FALSE,234,2,41,3,1186433,1870805,2017,41.80061044,-87.59181411,"(41.800610439, -87.591814105)"
11163715,JA529539,11/18/17 16:30,026XX S PRAIRIE AVE,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,FALSE,133,1,35,10,1178488,1886884,2017,41.8449169,-87.62046144,"(41.844916895, -87.620461438)"
11163737,JA529949,11/28/17 7:30,008XX S DAMEN AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,1225,12,28,14,1163182,1896278,2017,41.87102983,-87.67636841,"(41.87102983, -87.676368411)"
11163764,JA530604,11/30/17 4:00,014XX E 72ND ST,THEFT,$500 AND UNDER,STREET,FALSE,324,3,43,6,1186985,1857541,2017,41.76419986,-87.59021016,"(41.76419986, -87.590210162)"
11163798,JA530707,11/30/17 9:00,069XX S JEFFERY BLVD,THEFT,$500 AND UNDER,APARTMENT,FALSE,331,3,43,6,1190744,1859294,2017,41.76892029,-87.57637619,"(41.768920292, -87.576376188)"
11163799,JA530696,11/29/17 21:00,017XX W PEARSON ST,THEFT,$500 AND UNDER,STREET,FALSE,1213,12,24,6,1164440,1905848,2017,41.89726417,-87.67147887,"(41.897264168, -87.671478871)"
11163816,JA530722,11/29/17 17:00,017XX W SUPERIOR ST,THEFT,$500 AND UNDER,STREET,FALSE,1215,12,24,6,1164636,1905061,2017,41.89510043,-87.67078131,"(41.89510043, -87.670781313)"
11163843,JA530732,11/29/17 21:00,042XX S VINCENNES AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,214,2,38,14,1180334,1876827,2017,41.81727751,-87.61399601,"(41.81727751, -87.613996007)"
11163858,JA530779,11/29/17 23:00,057XX S COTTAGE GROVE AVE,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,235,2,41,6,1182557,1867169,2017,41.79072382,-87.60614127,"(41.790723822, -87.606141269)"
11163861,JA530782,11/29/17 22:00,016XX S MICHIGAN AVE,THEFT,$500 AND UNDER,PARK PROPERTY,FALSE,132,1,33,6,1177484,1892349,2017,41.85993604,-87.62398026,"(41.859936038, -87.623980263)"
11163887,JA530843,11/27/17 13:00,020XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,132,1,33,11,1177528,1890620,2017,41.85519055,-87.6238712,"(41.855190551, -87.623871195)"
11163896,JA530794,11/30/17 8:00,035XX S RHODES AVE,THEFT,$500 AND UNDER,STREET,FALSE,212,2,35,6,1180172,1881335,2017,41.82965153,-87.6144519,"(41.829651528, -87.614451899)"
11163901,JA529522,11/28/17 9:00,0000X E GARFIELD BLVD,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),FALSE,225,2,40,11,1177792,1868568,2017,41.79467209,-87.62357087,"(41.794672085, -87.623570871)"
11163902,JA530826,11/30/17 11:00,015XX E 67TH PL,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,332,3,43,14,1187642,1860539,2017,41.77241103,-87.58770687,"(41.772411031, -87.587706873)"
11163954,JA530935,11/24/17 12:02,028XX S INDIANA AVE,THEFT,FROM BUILDING,APARTMENT,FALSE,133,1,35,6,1178051,1886231,2017,41.84313496,-87.622085,"(41.843134959, -87.622084996)"
11163969,JA530926,11/30/17 11:25,011XX S CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,123,1,32,6,1175696,1895352,2017,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
11163982,JA530850,11/29/17 21:15,011XX N DAMEN AVE,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,FALSE,1212,12,24,3,1162854,1907882,2017,41.90287904,-87.67724689,"(41.902879044, -87.677246893)"
11164008,JA530813,11/29/17 19:00,020XX W POTOMAC AVE,THEFT,OVER $500,STREET,FALSE,1424,14,24,6,1162604,1908649,2017,41.90498899,-87.67814367,"(41.904988993, -87.67814367)"
11164033,JA529616,11/29/17 12:18,053XX S WABASH AVE,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,225,2,40,3,1177621,1869640,2017,41.79761763,-87.62416549,"(41.797617628, -87.624165491)"
11164035,JA530966,11/30/17 12:00,022XX W ADAMS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,1223,12,28,7,1161577,1899043,2017,41.8786508,-87.68218393,"(41.878650798, -87.682183933)"
11164044,JA530990,11/30/17 9:00,029XX S FEDERAL ST,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,CHA APARTMENT,FALSE,133,1,35,20,1176151,1885318,2017,41.84067258,-87.62908495,"(41.840672583, -87.629084946)"
11164045,JA531051,11/30/17 12:00,014XX S CANAL ST,THEFT,FROM BUILDING,OTHER,FALSE,124,1,28,6,1173362,1893147,2017,41.86221827,-87.63908716,"(41.862218265, -87.639087164)"
11164048,JA531025,11/30/17 12:45,010XX W MONROE ST,ASSAULT,SIMPLE,STREET,FALSE,1232,12,28,08A,1169457,1899738,2017,41.88039023,-87.65323007,"(41.88039023, -87.653230069)"
11164050,JA530977,11/29/17 18:00,048XX S FORRESTVILLE AVE,THEFT,$500 AND UNDER,STREET,FALSE,223,2,38,6,1180745,1872957,2017,41.80664847,-87.61260742,"(41.806648466, -87.612607421)"
11164067,JA531001,11/30/17 12:44,012XX S WABASH AVE,THEFT,$500 AND UNDER,SMALL RETAIL STORE,TRUE,131,1,33,6,1176963,1894850,2017,41.86681074,-87.62581703,"(41.866810739, -87.625817031)"
11164072,JA531103,11/30/17 12:30,021XX S CLARK ST,BATTERY,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,FALSE,131,1,33,08B,1175829,1890095,2017,41.85378827,-87.63012301,"(41.853788266, -87.630123011)"
11164073,JA531047,11/30/17 13:25,036XX S RHODES AVE,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,TRUE,212,2,35,26,1180179,1881011,2017,41.82876229,-87.61443616,"(41.828762287, -87.614436164)"
11164078,JA530689,11/30/17 8:00,044XX S DR MARTIN LUTHER KING JR DR,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PRIVATE, BUILDING",FALSE,221,2,38,08B,1179599,1875714,2017,41.8142402,-87.61672621,"(41.8142402, -87.61672621)"
11164080,JA530949,11/30/17 11:00,036XX S WABASH AVE,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PRIVATE, BUILDING",FALSE,213,2,35,08A,1177328,1880737,2017,41.8280754,-87.62490449,"(41.8280754, -87.624904486)"
11164088,JA531090,11/30/17 13:50,047XX S HALSTED ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,933,9,61,6,1171764,1873607,2017,41.80863408,-87.6455275,"(41.808634077, -87.645527495)"
11164094,JA531141,11/30/17 7:45,046XX S PRINCETON AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,925,9,37,14,1175059,1874424,2017,41.810803,-87.63341781,"(41.810803004, -87.633417814)"
11164135,JA531211,11/30/17 14:30,012XX S WABASH AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,GROCERY FOOD STORE,FALSE,131,1,33,11,1176961,1894924,2017,41.86701385,-87.62582213,"(41.867013845, -87.625822134)"
11164165,JA531173,11/30/17 13:00,0000X E JACKSON BLVD,THEFT,$500 AND UNDER,RESTAURANT,FALSE,113,1,32,6,1176986,1899021,2017,41.87825569,-87.62560635,"(41.878255692, -87.625606346)"
11164181,JA531229,11/30/17 13:20,0000X S FRANKLIN ST,THEFT,FROM BUILDING,RESTAURANT,FALSE,122,1,32,6,1174333,1900280,2017,41.88177008,-87.63530987,"(41.881770084, -87.635309866)"
11164189,JA531255,11/29/17 23:00,016XX S MICHIGAN AVE,CRIMINAL DAMAGE,TO VEHICLE,OTHER COMMERCIAL TRANSPORTATION,FALSE,132,1,33,14,1177484,1892349,2017,41.85993604,-87.62398026,"(41.859936038, -87.623980263)"
11164192,JA531308,11/30/17 9:00,070XX S CREGIER AVE,THEFT,$500 AND UNDER,APARTMENT,FALSE,332,3,43,6,1189419,1858653,2017,41.76719323,-87.58125346,"(41.767193232, -87.581253459)"
11164202,JA531263,11/30/17 12:15,004XX W JACKSON BLVD,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,121,1,28,11,1173380,1898918,2017,41.87805389,-87.6388497,"(41.878053886, -87.638849697)"
11164214,JA530978,11/30/17 12:50,049XX S WABASH AVE,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,224,2,38,08A,1177550,1872274,2017,41.80484718,-87.62434618,"(41.804847176, -87.624346184)"
11164220,JA530294,11/29/17 19:20,011XX S CLARK ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,123,1,32,6,1175696,1895352,2017,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
11164225,JA531168,11/27/17 13:00,027XX W HARRISON ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,1135,11,27,11,1158248,1897253,2017,41.87380752,-87.69445629,"(41.873807522, -87.69445629)"
11164265,JA531442,11/30/17 17:15,010XX S MICHIGAN AVE,THEFT,POCKET-PICKING,STREET,FALSE,123,1,32,6,1177416,1895913,2017,41.86971742,-87.62412179,"(41.869717419, -87.624121793)"
11164271,JA531358,11/30/17 4:30,0000X S FRANKLIN ST,THEFT,FROM BUILDING,RESTAURANT,FALSE,122,1,32,6,1174333,1900280,2017,41.88177008,-87.63530987,"(41.881770084, -87.635309866)"
11164282,JA531251,11/30/17 15:30,050XX S COTTAGE GROVE AVE,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,COMMERCIAL / BUSINESS OFFICE,TRUE,223,2,38,3,1182443,1871574,2017,41.80281416,-87.60642269,"(41.80281416, -87.606422691)"
11164287,JA531170,11/30/17 4:40,002XX S LOWER WACKER DR,THEFT,OVER $500,STREET,FALSE,122,1,32,6,1173900,1899096,2017,41.87853077,-87.6369351,"(41.878530767, -87.636935095)"
11164290,JA531454,11/28/17 11:00,042XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,OTHER,FALSE,214,2,36,08A,1182317,1876913,2017,41.81746772,-87.60671923,"(41.817467717, -87.606719233)"
11164299,JA531378,11/30/17 16:39,047XX S DREXEL BLVD,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,223,2,39,14,1182986,1873830,2017,41.80899218,-87.60436112,"(41.808992183, -87.604361115)"
11164305,JA531508,11/29/17 23:45,015XX S MICHIGAN AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,132,1,33,14,1177478,1892554,2017,41.86049871,-87.62399607,"(41.860498708, -87.62399607)"
11164309,JA531427,11/24/17 20:40,011XX S DELANO CT W,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,123,1,32,6,1175105,1895312,2017,41.86812032,-87.63262406,"(41.868120316, -87.632624055)"
11164341,JA531541,11/30/17 19:20,074XX S STONY ISLAND AVE,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,FALSE,324,3,43,14,1188107,1855795,2017,41.75938201,-87.5861534,"(41.759382008, -87.586153404)"
11164347,JA531500,11/30/17 18:00,005XX E 46TH PL,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,221,2,38,04A,1180626,1874303,2017,41.81034474,-87.61300249,"(41.810344739, -87.613002492)"
11164350,JA531539,11/30/17 9:00,065XX S PROMONTORY DR,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,FALSE,331,3,42,6,1192337,1862034,2017,41.77640043,-87.57044804,"(41.776400433, -87.570448042)"
11164357,JA531250,11/30/17 15:40,015XX E 67TH PL,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE PORCH/HALLWAY,TRUE,332,3,43,04B,1187574,1860538,2017,41.7724099,-87.58795617,"(41.772409904, -87.587956169)"
11164366,JA531273,11/26/17 0:30,015XX W JACKSON BLVD,THEFT,$500 AND UNDER,ALLEY,FALSE,1231,12,28,6,1166125,1898712,2017,41.87764661,-87.6654941,"(41.877646609, -87.665494095)"
11164367,JA531281,11/28/17 22:10,016XX S MICHIGAN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,132,1,33,14,1177484,1892349,2017,41.85993604,-87.62398026,"(41.859936038, -87.623980263)"
11164369,JA531554,11/30/17 11:30,051XX S KENWOOD AVE,THEFT,OVER $500,APARTMENT,FALSE,234,2,41,6,1185980,1871258,2017,41.80186422,-87.59346108,"(41.801864216, -87.593461078)"
11164377,JA531430,11/29/17 18:30,034XX S CALUMET AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,211,2,35,6,1179156,1882319,2017,41.83237497,-87.61814949,"(41.832374967, -87.618149492)"
11164407,JA531614,11/30/17 12:30,041XX S INDIANA AVE,BATTERY,SIMPLE,APARTMENT,FALSE,213,2,38,08B,1178285,1877633,2017,41.81953607,-87.62148774,"(41.819536065, -87.62148774)"
11164413,JA531582,11/30/17 19:30,044XX S SHIELDS AVE,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,TRUE,925,9,37,26,1174713,1875626,2017,41.81410913,-87.63465106,"(41.81410913, -87.634651057)"
11164414,JA531597,11/30/17 19:40,011XX S STATE ST,NARCOTICS,POSS: CRACK,CTA TRAIN,TRUE,123,1,32,18,1176517,1895340,2017,41.86816541,-87.62743954,"(41.868165405, -87.62743954)"
11164416,JA531419,11/30/17 17:45,068XX S STONY ISLAND AVE,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,332,3,43,08B,1188039,1860003,2017,41.77093075,-87.58626867,"(41.770930748, -87.586268674)"
11164424,JA531359,11/30/17 8:05,011XX N WESTERN AVE,ASSAULT,SIMPLE,ALLEY,FALSE,1212,12,24,08A,1160205,1907393,2017,41.90159237,-87.6869907,"(41.901592371, -87.686990697)"
11164443,JA531594,11/28/17 11:30,014XX S CANAL ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,FALSE,124,1,28,11,1173362,1893147,2017,41.86221827,-87.63908716,"(41.862218265, -87.639087164)"
11164444,JA531632,11/30/17 19:30,020XX W SCHILLER ST,THEFT,$500 AND UNDER,STREET,FALSE,1424,14,24,6,1162614,1909429,2017,41.90712916,-87.67808505,"(41.90712916, -87.678085051)"
11164450,JA531563,11/30/17 19:07,021XX S STATE ST,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,131,1,33,08B,1176651,1890134,2017,41.85387677,-87.62710482,"(41.853876773, -87.627104819)"
11164453,JA531654,11/30/17 20:30,046XX S EVANS AVE,ASSAULT,SIMPLE,STREET,FALSE,221,2,38,08A,1182037,1874402,2017,41.81058383,-87.60782411,"(41.810583832, -87.607824107)"
11164478,JA531238,11/30/17 10:30,013XX N CLAREMONT AVE,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,1424,14,24,08B,1160499,1908800,2017,41.90544721,-87.6858718,"(41.905447207, -87.685871795)"
11164549,JA531655,11/30/17 20:00,046XX S INDIANA AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,TRUE,215,2,38,04B,1178377,1874403,2017,41.81067058,-87.62124844,"(41.81067058, -87.621248438)"
11164575,JA531724,11/30/17 22:04,068XX S STONY ISLAND AVE,BATTERY,SIMPLE,GROCERY FOOD STORE,FALSE,332,3,43,08B,1188039,1860017,2017,41.77096917,-87.58626823,"(41.770969165, -87.586268228)"
11164648,JA531785,11/30/17 23:15,029XX S DR MARTIN LUTHER KING JR DR,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE,FALSE,133,1,35,11,1179389,1885691,2017,41.84162265,-87.61719144,"(41.841622651, -87.617191438)"
11164678,JA531811,12/1/17 0:11,041XX S WENTWORTH AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,925,9,37,08B,1175622,1877309,2017,41.81870711,-87.63126634,"(41.818707105, -87.631266342)"
11164696,JA531347,11/30/17 14:00,0000X E JACKSON BLVD,THEFT,FROM BUILDING,RESTAURANT,FALSE,113,1,32,6,1177029,1899023,2017,41.87826021,-87.6254484,"(41.878260207, -87.625448401)"
11164718,JA531045,11/28/17 15:15,014XX E 70TH ST,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",FALSE,332,3,43,17,1186934,1858866,2017,41.76783699,-87.59035514,"(41.767836987, -87.590355138)"
11164724,JA531900,11/30/17 21:00,068XX S CHAPPEL AVE,THEFT,$500 AND UNDER,STREET,FALSE,331,3,43,6,1191057,1860034,2017,41.77094335,-87.57520499,"(41.770943345, -87.575204993)"
11164730,JA531883,11/30/17 4:38,026XX W MEDILL AVE,THEFT,$500 AND UNDER,STREET,FALSE,1431,14,22,6,1158161,1915502,2017,41.92388612,-87.69427662,"(41.923886122, -87.694276624)"
11164735,JA531927,12/1/17 4:00,019XX S WABASH AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,131,1,33,14,1177061,1890983,2017,41.85619722,-87.6255743,"(41.856197223, -87.625574295)"
11164739,JA531912,12/1/17 6:00,044XX S INDIANA AVE,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,215,2,38,26,1178346,1875469,2017,41.81359648,-87.62132975,"(41.81359648, -87.621329747)"
11164766,JA531955,12/1/17 6:46,029XX S DR MARTIN LUTHER KING JR DR,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,FALSE,133,1,35,26,1179389,1885691,2017,41.84162265,-87.61719144,"(41.841622651, -87.617191438)"
11164812,JA531985,11/30/17 11:00,034XX S DR MARTIN LUTHER KING JR DR,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,211,2,35,6,1179476,1882211,2017,41.83207129,-87.61697868,"(41.832071291, -87.616978684)"
11164813,JA476809,10/17/17 5:00,014XX W VAN BUREN ST,THEFT,OVER $500,STREET,FALSE,1231,12,28,6,1166954,1898274,2017,41.87642696,-87.66246281,"(41.876426961, -87.662462805)"
11164814,JA531971,11/30/17 17:00,017XX W CONGRESS PKWY,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,FALSE,1231,12,28,6,1164740,1897785,2017,41.8751323,-87.67060572,"(41.875132303, -87.670605724)"
11164820,JA280002,5/26/17 6:20,014XX W VAN BUREN ST,THEFT,$500 AND UNDER,STREET,FALSE,1231,12,28,6,1166853,1898271,2017,41.87642089,-87.66283373,"(41.876420894, -87.662833728)"
11164832,JA531975,11/30/17 14:30,014XX E 53RD ST,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,234,2,41,6,1186954,1870417,2017,41.79953339,-87.58991577,"(41.799533389, -87.589915765)"
11164861,JA532049,11/30/17 2:15,020XX W NORTH AVE,BATTERY,SIMPLE,SIDEWALK,FALSE,1424,14,24,08B,1162528,1910646,2017,41.9104705,-87.67836683,"(41.910470499, -87.678366829)"
11164875,JA532025,12/1/17 9:00,067XX S CLYDE AVE,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,FALSE,331,3,43,3,1191372,1860693,2017,41.77274407,-87.57402901,"(41.772744066, -87.574029014)"
11164925,JA532137,12/1/17 10:00,023XX W MADISON ST,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,1223,12,28,6,1160781,1899960,2017,41.88118366,-87.68508125,"(41.881183664, -87.685081252)"
11164979,JA532054,12/1/17 9:30,013XX N ASHLAND AVE,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,1433,14,24,6,1165480,1909088,2017,41.90613288,-87.66756675,"(41.906132875, -87.667566751)"
11165018,JA532140,12/1/17 10:23,029XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,133,1,35,7,1177666,1885455,2017,41.8410143,-87.62352137,"(41.841014299, -87.623521374)"
11165046,JA532313,11/13/17 8:00,004XX E BOWEN AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,214,2,38,11,1179864,1877579,2017,41.81935184,-87.61569704,"(41.819351842, -87.61569704)"
